kind	token	count
other	<md:KR3a0007_SBCK_009-6b>	1
other	<md:KR3a0007_SBCK_009-7a>	1
other	<md:KR3a0007_SBCK_009-7b>	1
other	<md:KR3a0007_SBCK_009-8a>	1
other	<md:KR3a0007_SBCK_009-8b>	1
other	<md:KR3a0007_SBCK_009-9a>	1
other	<md:KR3a0007_SBCK_009-9b>	1
other	<md:KR3a0007_SBCK_009-10a>	1
other	<md:KR3a0007_SBCK_009-10b>	1
other	<md:KR3a0007_SBCK_009-11a>	1
other	<md:KR3a0007_SBCK_009-11b>	1
other	<md:KR3a0007_SBCK_009-12a>	1
other	<md:KR3a0007_SBCK_009-12b>	1
other	<md:KR3a0007_SBCK_009-13a>	1
other	<md:KR3a0007_SBCK_009-13b>	1
other	<md:KR3a0007_SBCK_009-14a>	1
other	<md:KR3a0007_SBCK_009-14b>	1
other	<md:KR3a0007_SBCK_009-15a>	1
other	<md:KR3a0007_SBCK_009-15b>	1
other	<md:KR3a0007_SBCK_009-16a>	1
other	<md:KR3a0007_SBCK_009-16b>	1
other	<md:KR3a0007_SBCK_009-17a>	1
other	<md:KR3a0007_SBCK_009-17b>	1
other	<md:KR3a0007_SBCK_009-18a>	1
other	<md:KR3a0007_SBCK_009-18b>	1
other	<md:KR3a0007_SBCK_009-19a>	1
other	<md:KR3a0007_SBCK_009-19b>	1
other	<md:KR3a0007_SBCK_009-20a>	1
other	<md:KR3a0007_SBCK_009-20b>	1
other	<md:KR3a0007_SBCK_009-21a>	1
other	<md:KR3a0007_SBCK_009-21b>	1
other	<md:KR3a0007_SBCK_009-22a>	1
other	<md:KR3a0007_SBCK_009-22b>	1
other	<md:KR3a0007_SBCK_009-23a>	1
other	<md:KR3a0007_SBCK_009-23b>	1
other	<md:KR3a0007_SBCK_009-24a>	1
other	<md:KR3a0007_SBCK_009-24b>	1
other	<md:KR3a0007_SBCK_009-25a>	1
other	<md:KR3a0007_SBCK_009-25b>	1
other	<md:KR3a0007_SBCK_006-1a>	1
other	<md:KR3a0007_SBCK_006-1b>	1
other	<md:KR3a0007_SBCK_006-2a>	1
other	<md:KR3a0007_SBCK_006-2b>	1
other	<md:KR3a0007_SBCK_006-3a>	1
other	<md:KR3a0007_SBCK_006-3b>	1
other	<md:KR3a0007_SBCK_006-4a>	1
other	<md:KR3a0007_SBCK_006-4b>	1
other	<md:KR3a0007_SBCK_006-5a>	1
other	<md:KR3a0007_SBCK_006-5b>	1
other	<md:KR3a0007_SBCK_006-6a>	1
other	<md:KR3a0007_SBCK_006-6b>	1
other	<md:KR3a0007_SBCK_006-7a>	1
other	<md:KR3a0007_SBCK_006-7b>	1
other	<md:KR3a0007_SBCK_006-8a>	1
other	<md:KR3a0007_SBCK_006-8b>	1
other	<md:KR3a0007_SBCK_006-9a>	1
other	<md:KR3a0007_SBCK_006-9b>	1
other	<md:KR3a0007_SBCK_006-10a>	1
other	<md:KR3a0007_SBCK_006-10b>	1
other	<md:KR3a0007_SBCK_006-11a>	1
other	<md:KR3a0007_SBCK_006-11b>	1
other	<md:KR3a0007_SBCK_006-12a>	1
other	<md:KR3a0007_SBCK_006-12b>	1
other	<md:KR3a0007_SBCK_006-13a>	1
other	<md:KR3a0007_SBCK_006-13b>	1
other	<md:KR3a0007_SBCK_006-14a>	1
other	<md:KR3a0007_SBCK_006-14b>	1
other	<md:KR3a0007_SBCK_006-15a>	1
other	<md:KR3a0007_SBCK_006-15b>	1
other	<md:KR3a0007_SBCK_006-16a>	1
other	<md:KR3a0007_SBCK_006-16b>	1
other	<md:KR3a0007_SBCK_006-17a>	1
other	<md:KR3a0007_SBCK_006-17b>	1
other	<md:KR3a0007_SBCK_006-18a>	1
other	<md:KR3a0007_SBCK_006-18b>	1
other	<md:KR3a0007_SBCK_006-19a>	1
other	<md:KR3a0007_SBCK_006-20a>	1
other	<md:KR3a0007_SBCK_006-20b>	1
other	<md:KR3a0007_SBCK_010-1a>	1
other	<md:KR3a0007_SBCK_010-1b>	1
other	<md:KR3a0007_SBCK_010-2a>	1
other	<md:KR3a0007_SBCK_010-2b>	1
other	<md:KR3a0007_SBCK_010-3a>	1
other	<md:KR3a0007_SBCK_010-3b>	1
other	<md:KR3a0007_SBCK_010-4a>	1
other	<md:KR3a0007_SBCK_010-4b>	1
other	<md:KR3a0007_SBCK_010-5a>	1
other	<md:KR3a0007_SBCK_010-5b>	1
other	<md:KR3a0007_SBCK_010-6a>	1
other	<md:KR3a0007_SBCK_010-6b>	1
other	<md:KR3a0007_SBCK_010-7a>	1
other	<md:KR3a0007_SBCK_010-7b>	1
other	<md:KR3a0007_SBCK_010-8a>	1
other	<md:KR3a0007_SBCK_010-8b>	1
other	<md:KR3a0007_SBCK_010-9a>	1
other	<md:KR3a0007_SBCK_010-9b>	1
other	<md:KR3a0007_SBCK_010-10a>	1
other	<md:KR3a0007_SBCK_010-10b>	1
other	<md:KR3a0007_SBCK_010-11a>	1
other	<md:KR3a0007_SBCK_010-11b>	1
other	<md:KR3a0007_SBCK_010-12a>	1
other	<md:KR3a0007_SBCK_010-12b>	1
other	<md:KR3a0007_SBCK_010-13a>	1
other	<md:KR3a0007_SBCK_010-13b>	1
other	<md:KR3a0007_SBCK_010-14a>	1
other	<md:KR3a0007_SBCK_010-14b>	1
other	<md:KR3a0007_SBCK_010-15a>	1
other	<md:KR3a0007_SBCK_010-15b>	1
other	<md:KR3a0007_SBCK_010-16a>	1
other	<md:KR3a0007_SBCK_010-16b>	1
other	<md:KR3a0007_SBCK_010-17a>	1
other	<md:KR3a0007_SBCK_010-17b>	1
other	<md:KR3a0007_SBCK_010-18a>	1
other	<md:KR3a0007_SBCK_010-18b>	1
other	<md:KR3a0007_SBCK_010-19a>	1
other	<md:KR3a0007_SBCK_010-19b>	1
other	<md:KR3a0007_SBCK_010-20a>	1
other	<md:KR3a0007_SBCK_010-20b>	1
other	<md:KR3a0007_SBCK_010-21a>	1
other	<md:KR3a0007_SBCK_010-21b>	1
other	<md:KR3a0007_SBCK_010-22a>	1
other	<md:KR3a0007_SBCK_010-22b>	1
other	<md:KR3a0007_SBCK_019-1a>	1
other	<md:KR3a0007_SBCK_019-1b>	1
other	<md:KR3a0007_SBCK_019-2a>	1
other	<md:KR3a0007_SBCK_019-2b>	1
other	<md:KR3a0007_SBCK_019-3a>	1
other	<md:KR3a0007_SBCK_019-3b>	1
other	<md:KR3a0007_SBCK_019-4a>	1
other	<md:KR3a0007_SBCK_019-4b>	1
other	<md:KR3a0007_SBCK_019-5a>	1
other	<md:KR3a0007_SBCK_019-5b>	1
other	<md:KR3a0007_SBCK_019-6a>	1
other	<md:KR3a0007_SBCK_019-6b>	1
other	<md:KR3a0007_SBCK_019-7a>	1
other	<md:KR3a0007_SBCK_019-7b>	1
other	<md:KR3a0007_SBCK_019-8a>	1
other	<md:KR3a0007_SBCK_019-8b>	1
other	<md:KR3a0007_SBCK_019-9a>	1
other	<md:KR3a0007_SBCK_019-9b>	1
other	<md:KR3a0007_SBCK_019-10a>	1
other	<md:KR3a0007_SBCK_019-10b>	1
other	<md:KR3a0007_SBCK_019-11a>	1
other	<md:KR3a0007_SBCK_019-11b>	1
other	<md:KR3a0007_SBCK_019-12a>	1
other	<md:KR3a0007_SBCK_019-12b>	1
other	<md:KR3a0007_SBCK_019-13a>	1
other	<md:KR3a0007_SBCK_019-13b>	1
other	<md:KR3a0007_SBCK_019-14a>	1
other	<md:KR3a0007_SBCK_019-14b>	1
other	<md:KR3a0007_SBCK_019-15a>	1
other	<md:KR3a0007_SBCK_019-15b>	1
other	<md:KR3a0007_SBCK_019-16a>	1
other	<md:KR3a0007_SBCK_019-16b>	1
other	<md:KR3a0007_SBCK_019-17a>	1
other	<md:KR3a0007_SBCK_019-17b>	1
other	<md:KR3a0007_SBCK_019-18a>	1
other	<md:KR3a0007_SBCK_019-18b>	1
other	<md:KR3a0007_SBCK_019-19a>	1
other	<md:KR3a0007_SBCK_019-19b>	1
other	<md:KR3a0007_SBCK_019-20a>	1
other	<md:KR3a0007_SBCK_019-20b>	1
other	<md:KR3a0007_SBCK_019-21a>	1
other	<md:KR3a0007_SBCK_019-21b>	1
other	<md:KR3a0007_SBCK_019-22a>	1
other	<md:KR3a0007_SBCK_019-22b>	1
other	<md:KR3a0007_SBCK_019-23a>	1
other	<md:KR3a0007_SBCK_019-23b>	1
other	<md:KR3a0007_SBCK_019-24a>	1
other	<md:KR3a0007_SBCK_019-24b>	1
other	<md:KR3a0007_SBCK_019-25a>	1
other	<md:KR3a0007_SBCK_019-25b>	1
other	<md:KR3a0007_SBCK_019-26a>	1
other	<md:KR3a0007_SBCK_019-26b>	1
other	<md:KR3a0007_SBCK_019-27a>	1
other	<md:KR3a0007_SBCK_019-27b>	1
other	<md:KR3a0007_SBCK_019-28a>	1
other	<md:KR3a0007_SBCK_019-28b>	1
other	<md:KR3a0007_SBCK_019-29a>	1
other	<md:KR3a0007_SBCK_019-29b>	1
other	<md:KR3a0007_SBCK_019-30a>	1
other	<md:KR3a0007_SBCK_019-30b>	1
other	<md:KR3a0007_SBCK_012-1a>	1
other	<md:KR3a0007_SBCK_012-1b>	1
other	<md:KR3a0007_SBCK_012-2a>	1
other	<md:KR3a0007_SBCK_012-2b>	1
other	<md:KR3a0007_SBCK_012-3a>	1
other	<md:KR3a0007_SBCK_012-3b>	1
other	<md:KR3a0007_SBCK_012-4a>	1
other	<md:KR3a0007_SBCK_012-4b>	1
other	<md:KR3a0007_SBCK_012-5a>	1
other	<md:KR3a0007_SBCK_012-5b>	1
other	<md:KR3a0007_SBCK_012-6a>	1
other	<md:KR3a0007_SBCK_012-6b>	1
other	<md:KR3a0007_SBCK_012-7a>	1
other	<md:KR3a0007_SBCK_012-7b>	1
other	<md:KR3a0007_SBCK_012-8a>	1
other	<md:KR3a0007_SBCK_012-8b>	1
other	<md:KR3a0007_SBCK_012-9a>	1
other	<md:KR3a0007_SBCK_012-9b>	1
other	<md:KR3a0007_SBCK_012-10a>	1
other	<md:KR3a0007_SBCK_012-10b>	1
other	<md:KR3a0007_SBCK_012-11a>	1
other	<md:KR3a0007_SBCK_012-11b>	1
other	<md:KR3a0007_SBCK_012-12a>	1
other	<md:KR3a0007_SBCK_012-12b>	1
other	<md:KR3a0007_SBCK_012-13a>	1
other	<md:KR3a0007_SBCK_012-13b>	1
other	<md:KR3a0007_SBCK_012-14a>	1
other	<md:KR3a0007_SBCK_012-14b>	1
other	<md:KR3a0007_SBCK_012-15a>	1
other	<md:KR3a0007_SBCK_012-15b>	1
other	<md:KR3a0007_SBCK_012-16a>	1
other	<md:KR3a0007_SBCK_012-16b>	1
other	<md:KR3a0007_SBCK_012-17a>	1
other	<md:KR3a0007_SBCK_012-17b>	1
other	<md:KR3a0007_SBCK_012-19a>	1
other	<md:KR3a0007_SBCK_020-1a>	1
other	<md:KR3a0007_SBCK_020-1b>	1
other	<md:KR3a0007_SBCK_020-2a>	1
other	<md:KR3a0007_SBCK_020-2b>	1
other	<md:KR3a0007_SBCK_020-3a>	1
other	<md:KR3a0007_SBCK_020-3b>	1
other	<md:KR3a0007_SBCK_020-4a>	1
other	<md:KR3a0007_SBCK_020-4b>	1
other	<md:KR3a0007_SBCK_020-5a>	1
other	<md:KR3a0007_SBCK_020-5b>	1
other	<md:KR3a0007_SBCK_020-6a>	1
other	<md:KR3a0007_SBCK_020-6b>	1
other	<md:KR3a0007_SBCK_020-7a>	1
other	<md:KR3a0007_SBCK_020-7b>	1
other	<md:KR3a0007_SBCK_020-8a>	1
other	<md:KR3a0007_SBCK_020-8b>	1
other	<md:KR3a0007_SBCK_020-9a>	1
other	<md:KR3a0007_SBCK_020-9b>	1
other	<md:KR3a0007_SBCK_020-10a>	1
other	<md:KR3a0007_SBCK_020-10b>	1
other	<md:KR3a0007_SBCK_020-11a>	1
other	<md:KR3a0007_SBCK_020-11b>	1
other	<md:KR3a0007_SBCK_020-12a>	1
other	<md:KR3a0007_SBCK_020-12b>	1
other	<md:KR3a0007_SBCK_020-13a>	1
other	<md:KR3a0007_SBCK_020-13b>	1
other	<md:KR3a0007_SBCK_020-14a>	1
other	<md:KR3a0007_SBCK_020-14b>	1
other	<md:KR3a0007_SBCK_020-15a>	1
other	<md:KR3a0007_SBCK_020-15b>	1
other	<md:KR3a0007_SBCK_020-16a>	1
other	<md:KR3a0007_SBCK_020-16b>	1
other	<md:KR3a0007_SBCK_020-17a>	1
other	<md:KR3a0007_SBCK_020-17b>	1
other	<md:KR3a0007_SBCK_020-18a>	1
other	<md:KR3a0007_SBCK_020-18b>	1
other	<md:KR3a0007_SBCK_015-1a>	1
other	<md:KR3a0007_SBCK_015-1b>	1
other	<md:KR3a0007_SBCK_015-2a>	1
other	<md:KR3a0007_SBCK_015-2b>	1
other	<md:KR3a0007_SBCK_015-3a>	1
other	<md:KR3a0007_SBCK_015-3b>	1
other	<md:KR3a0007_SBCK_015-4a>	1
other	<md:KR3a0007_SBCK_015-4b>	1
other	<md:KR3a0007_SBCK_015-5a>	1
other	<md:KR3a0007_SBCK_015-5b>	1
other	<md:KR3a0007_SBCK_015-6a>	1
other	<md:KR3a0007_SBCK_015-6b>	1
other	<md:KR3a0007_SBCK_015-7a>	1
other	<md:KR3a0007_SBCK_015-7b>	1
other	<md:KR3a0007_SBCK_015-8a>	1
other	<md:KR3a0007_SBCK_015-8b>	1
other	<md:KR3a0007_SBCK_015-9a>	1
other	<md:KR3a0007_SBCK_015-9b>	1
other	<md:KR3a0007_SBCK_015-10a>	1
other	<md:KR3a0007_SBCK_015-10b>	1
other	<md:KR3a0007_SBCK_015-11a>	1
other	<md:KR3a0007_SBCK_015-11b>	1
other	<md:KR3a0007_SBCK_015-12a>	1
other	<md:KR3a0007_SBCK_015-12b>	1
other	<md:KR3a0007_SBCK_015-13a>	1
other	<md:KR3a0007_SBCK_015-13b>	1
other	<md:KR3a0007_SBCK_015-14a>	1
other	<md:KR3a0007_SBCK_015-14b>	1
other	<md:KR3a0007_SBCK_015-15a>	1
other	<md:KR3a0007_SBCK_015-15b>	1
other	<md:KR3a0007_SBCK_015-16a>	1
other	<md:KR3a0007_SBCK_015-16b>	1
other	<md:KR3a0007_SBCK_001-1a>	1
other	<md:KR3a0007_SBCK_001-1b>	1
other	<md:KR3a0007_SBCK_001-2a>	1
other	<md:KR3a0007_SBCK_001-2b>	1
other	<md:KR3a0007_SBCK_001-3a>	1
other	<md:KR3a0007_SBCK_001-3b>	1
other	<md:KR3a0007_SBCK_001-4a>	1
other	<md:KR3a0007_SBCK_001-4b>	1
other	<md:KR3a0007_SBCK_001-5a>	1
other	<md:KR3a0007_SBCK_001-5b>	1
other	<md:KR3a0007_SBCK_001-6a>	1
other	<md:KR3a0007_SBCK_001-6b>	1
other	<md:KR3a0007_SBCK_001-7a>	1
other	<md:KR3a0007_SBCK_001-7b>	1
other	<md:KR3a0007_SBCK_001-8a>	1
other	<md:KR3a0007_SBCK_001-8b>	1
other	<md:KR3a0007_SBCK_001-9a>	1
other	<md:KR3a0007_SBCK_001-9b>	1
other	<md:KR3a0007_SBCK_001-10a>	1
other	<md:KR3a0007_SBCK_001-10b>	1
other	<md:KR3a0007_SBCK_001-11a>	1
other	<md:KR3a0007_SBCK_001-11b>	1
other	<md:KR3a0007_SBCK_001-12a>	1
other	<md:KR3a0007_SBCK_001-12b>	1
other	<md:KR3a0007_SBCK_001-13a>	1
other	<md:KR3a0007_SBCK_001-13b>	1
other	<md:KR3a0007_SBCK_001-14a>	1
other	<md:KR3a0007_SBCK_001-14b>	1
other	<md:KR3a0007_SBCK_001-15a>	1
other	<md:KR3a0007_SBCK_001-15b>	1
other	<md:KR3a0007_SBCK_001-16a>	1
other	<md:KR3a0007_SBCK_001-16b>	1
other	<md:KR3a0007_SBCK_001-17a>	1
other	<md:KR3a0007_SBCK_001-17b>	1
other	<md:KR3a0007_SBCK_001-18a>	1
other	<md:KR3a0007_SBCK_001-18b>	1
other	<md:KR3a0007_SBCK_001-19a>	1
other	<md:KR3a0007_SBCK_001-19b>	1
other	<md:KR3a0007_SBCK_001-20a>	1
other	<md:KR3a0007_SBCK_001-20b>	1
other	<md:KR3a0007_SBCK_001-21a>	1
other	<md:KR3a0007_SBCK_001-21b>	1
other	<md:KR3a0007_SBCK_001-22a>	1
other	<md:KR3a0007_SBCK_001-22b>	1
other	<md:KR3a0007_SBCK_001-23a>	1
other	<md:KR3a0007_SBCK_001-23b>	1
other	<md:KR3a0007_SBCK_001-24a>	1
other	<md:KR3a0007_SBCK_001-24b>	1
other	<md:KR3a0007_SBCK_001-25a>	1
other	<md:KR3a0007_SBCK_001-25b>	1
other	<2011-07-15>	1
other	<2012-03-22 Thu>	1
other	<2012-02-08 Wed>	1
other	<2012-08-22 Mi>	1
other	<愽>	1
other	<木>	1
other	<md:KR1a0003_SBCK_001-1a>	1
other	<md:KR1a0003_SBCK_001-1b>	1
other	<(儀禮注蛇龍/君子之類)　必<md:KR1a0003_SBCK_001-2a>	1
other	<md:KR1a0003_SBCK_001-2b>	1
other	<md:KR1a0003_SBCK_001-3a>	1
other	<md:KR1a0003_SBCK_001-3b>	1
other	<md:KR1a0003_SBCK_001-4a>	1
other	<md:KR1a0003_SBCK_001-4b>	1
other	<md:KR1a0003_SBCK_001-5a>	1
other	<　六五體離處乾之上猶大臣有<md:KR1a0003_SBCK_001-5b>	1
other	<md:KR1a0003_SBCK_001-6a>	1
other	<md:KR1a0003_SBCK_001-6b>	1
other	<md:KR1a0003_SBCK_001-8a>	1
other	<md:KR1a0003_SBCK_001-8b>	1
other	<md:KR1a0003_SBCK_001-9a>	1
other	<md:KR1a0003_SBCK_001-9b>	1
other	<md:KR1a0003_SBCK_001-10a>	1
other	<謂无姑山榆荑木更生(音/夷)<謂山<md:KR1a0003_SBCK_001-10b>	1
other	<md:KR1a0003_SBCK_001-11a>	1
other	<md:KR1a0003_SBCK_001-11b>	1
other	<md:KR1a0003_SBCK_001-12a>	1
other	<md:KR1a0003_SBCK_001-12b>	1
other	<md:KR1a0003_SBCK_001-13a>	1
other	<md:KR1a0003_SBCK_001-13b>	1
other	<md:KR1a0003_SBCK_001-14a>	1
other	<皮曰甲根曰宅宅居也<md:KR1a0003_SBCK_001-14b>	1
other	<md:KR1a0003_SBCK_001-15a>	1
other	<md:KR1a0003_SBCK_001-15b>	1
other	<(无亨/字)萃聚也坤為順兑為悦臣下以順道承事<md:KR1a0003_SBCK_001-16a>	1
other	<md:KR1a0003_SBCK_001-16b>	1
other	<md:KR1a0003_SBCK_001-17a>	1
other	<md:KR1a0003_SBCK_001-17b>	1
other	<md:KR1a0003_SBCK_001-18a>	1
other	<md:KR1a0003_SBCK_001-18b>	1
other	<md:KR1a0003_SBCK_001-19a>	1
other	<md:KR1a0003_SBCK_001-19b>	1
other	<md:KR1a0003_SBCK_001-20a>	1
other	<md:KR1a0003_SBCK_001-20b>	1
other	<md:KR1a0003_SBCK_001-21a>	1
other	<md:KR1a0003_SBCK_001-21b>	1
other	<md:KR1a0003_SBCK_001-22a>	1
other	<md:KR1a0003_SBCK_001-22b>	1
other	<md:KR1a0003_SBCK_001-23a>	1
other	<md:KR1a0003_SBCK_001-23b>	1
other	<md:KR1a0003_SBCK_001-24a>	1
other	<(一作/争)故受之以豫<md:KR1a0003_SBCK_001-24b>	1
other	<md:KR1a0003_SBCK_001-25a>	1
other	<md:KR1a0003_SBCK_001-25b>	1
other	<md:KR1a0003_SBCK_001-26a>	1
other	<md:KR1a0003_SBCK_001-26b>	1
other	<md:KR1a0003_SBCK_001-27a>	1
other	<md:KR1a0003_SBCK_001-27b>	1
other	<md:KR1a0003_SBCK_001-28a>	1
other	<md:KR1a0003_SBCK_000-1a>	1
other	<md:KR1a0003_SBCK_000-1b>	1
other	<md:KR1a0003_SBCK_000-2a>	1
other	<md:KR1a0003_SBCK_000-2b>	1
